,Player,Last Rank,Set W%,Game W%,Hold %,1st Serve In %,2nd Serve In %,1st Serve Won %,2nd Serve Won %,Breaking %,Break Pts Saved %,Break Pts Conv. %,Pts Won v 1st Serve %,Pts Won v 2nd Serve %,Opponent Quality,Activity,3mo Set W%,3mo Game W%,3mo Hold %,3mo 1st Serve In %,3mo 2nd Serve In %,3mo 1st Serve Won %,3mo 2nd Serve Won %,3mo Breaking %,3mo Break Pts Saved %,3mo Break Pts Conv. %,3mo Pts Won v 1st Serve %,3mo Pts Won v 2nd Serve %,3mo Opponent Quality,3mo Activity,Hard Set W%,Hard Game W%,Hard Hold %,Hard 1st Serve In %,Hard 2nd Serve In %,Hard 1st Serve Won %,Hard 2nd Serve Won %,Hard Breaking %,Hard Break Pts Saved %,Hard Break Pts Conv. %,Hard Pts Won v 1st Serve %,Hard Pts Won v 2nd Serve %,Hard Opponent Quality,Hard Activity,Hard 3mo Set W%,Hard 3mo Game W%,Hard 3mo Hold %,Hard 3mo 1st Serve In %,Hard 3mo 2nd Serve In %,Hard 3mo 1st Serve Won %,Hard 3mo 2nd Serve Won %,Hard 3mo Breaking %,Hard 3mo Break Pts Saved %,Hard 3mo Break Pts Conv. %,Hard 3mo Pts Won v 1st Serve %,Hard 3mo Pts Won v 2nd Serve %,Hard 3mo Opponent Quality,Hard 3mo Activity,Clay Set W%,Clay Game W%,Clay Hold %,Clay 1st Serve In %,Clay 2nd Serve In %,Clay 1st Serve Won %,Clay 2nd Serve Won %,Clay Breaking %,Clay Break Pts Saved %,Clay Break Pts Conv. %,Clay Pts Won v 1st Serve %,Clay Pts Won v 2nd Serve %,Clay Opponent Quality,Clay Activity,Clay 3mo Set W%,Clay 3mo Game W%,Clay 3mo Hold %,Clay 3mo 1st Serve In %,Clay 3mo 2nd Serve In %,Clay 3mo 1st Serve Won %,Clay 3mo 2nd Serve Won %,Clay 3mo Breaking %,Clay 3mo Break Pts Saved %,Clay 3mo Break Pts Conv. %,Clay 3mo Pts Won v 1st Serve %,Clay 3mo Pts Won v 2nd Serve %,Clay 3mo Opponent Quality,Clay 3mo Activity,Grass Set W%,Grass Game W%,Grass Hold %,Grass 1st Serve In %,Grass 2nd Serve In %,Grass 1st Serve Won %,Grass 2nd Serve Won %,Grass Breaking %,Grass Break Pts Saved %,Grass Break Pts Conv. %,Grass Pts Won v 1st Serve %,Grass Pts Won v 2nd Serve %,Grass Opponent Quality,Grass Activity,Grass 3mo Set W%,Grass 3mo Game W%,Grass 3mo Hold %,Grass 3mo 1st Serve In %,Grass 3mo 2nd Serve In %,Grass 3mo 1st Serve Won %,Grass 3mo 2nd Serve Won %,Grass 3mo Breaking %,Grass 3mo Break Pts Saved %,Grass 3mo Break Pts Conv. %,Grass 3mo Pts Won v 1st Serve %,Grass 3mo Pts Won v 2nd Serve %,Grass 3mo Opponent Quality,Grass 3mo Activity
316,Liam Krall,,0.3333333333333333,0.46153846153846156,0.7692307692307693,0.6125,0.8709677419354839,0.7551020408163265,0.45161290322580644,0.15384615384615385,0.4,0.6666666666666666,0.24,0.47619047619047616,443.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.3333333333333333,0.46153846153846156,0.7692307692307693,0.6125,0.8709677419354839,0.7551020408163265,0.45161290322580644,0.15384615384615385,0.4,0.6666666666666666,0.24,0.47619047619047616,443.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Lleyton Cronje,,0.0,0.25,,,,,,,,,,,328.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.25,,,,,,,,,,,328.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Lloyd Harris,149.0,0.38201754385964914,0.4592204271462319,0.8144920397211827,0.640497405306221,0.9289017076265749,0.7458205943333287,0.4949773270084503,0.12344163909907856,0.6256635339968672,0.3707749766573296,0.24180789900807204,0.4160752335717722,1380.421052631579,0.052054794520547946,,,,,,,,,,,,,,0.0,0.353030303030303,0.47214084223841374,0.8295485265352279,0.6278474780818227,0.9078467789235394,0.7682733262146112,0.4856806550744949,0.14616138075890397,0.6132515632515633,0.45365497076023387,0.22625247900587342,0.4285969372570515,1661.0454545454545,0.030136986301369864,,,,,,,,,,,,,,0.0,0.31666666666666665,0.38650057749636996,0.714987234987235,0.6544723734960509,0.976449864498645,0.6669227841087608,0.4612052442044334,0.07406004489337822,0.545,0.2064814814814815,0.2606070856228659,0.40225691679496034,1096.9,0.0136986301369863,,,,,,,,,,,,,,0.0,0.5972222222222222,0.5330453212246691,0.9251262626262625,0.6635888581459639,0.9268561847509216,0.7949902611429062,0.5853519287729814,0.12556818181818183,0.8391208791208792,0.3547619047619048,0.2675124613248108,0.39319284802043425,824.0,0.00821917808219178,,,,,,,,,,,,,,0.0
319,Lorenzo Giustino,223.0,0.0,0.25,0.5,0.6739130434782609,0.8666666666666667,0.6451612903225806,0.26666666666666666,,0.0,,0.16666666666666666,0.3684210526315789,610.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.25,0.5,0.6739130434782609,0.8666666666666667,0.6451612903225806,0.26666666666666666,,0.0,,0.16666666666666666,0.3684210526315789,610.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Lorenzo Musetti,27.0,0.5224462365591398,0.5171113291409145,0.7830509491219207,0.6315690571339915,0.9218883336133868,0.7060496495916024,0.5252622056429833,0.27072039739049675,0.5476782980128208,0.4667504867435003,0.30623995928425524,0.4989649649930671,1719.152,0.17123287671232876,,,,,,,,,,,,,,0.0,0.4825520833333333,0.5005518567845103,0.7947820697820698,0.6278984763106353,0.9299230988160015,0.723552301048032,0.5280274555976917,0.22588870314265366,0.5609692989003334,0.4254107108430416,0.2798426301252131,0.48504746219645045,1553.234375,0.08767123287671233,,,,,,,,,,,,,,0.0,0.5708333333333333,0.5393734424536455,0.7505376709081153,0.6414746004032291,0.9323832395504392,0.6724972102681819,0.5303685533169162,0.34287530102747493,0.5207369871843556,0.5426665725578769,0.35226646004666756,0.5177582620657949,1964.2244897959183,0.06712328767123288,,,,,,,,,,,,,,0.0,0.5416666666666666,0.5163800617908123,0.8544484586764,0.6106056699091005,0.8390653200852198,0.7512875953151004,0.4907801276774831,0.1972157892612438,0.5912037037037038,0.3597402597402597,0.2563203794597367,0.49453908258495655,1603.3333333333333,0.01643835616438356,,,,,,,,,,,,,,0.0
321,Lorenzo Sonego,49.0,0.4991150442477877,0.5057022314737629,0.8127840855055457,0.6758982141240124,0.9280856137735508,0.7207950675063793,0.514709678427816,0.19829687540325308,0.6035758023214771,0.4130680144643987,0.2860904842330892,0.4657408599264314,1421.3185840707965,0.1547945205479452,,,,,,,,,,,,,,0.0,0.5007936507936509,0.5006316527481429,0.8204424301898725,0.6643273574913238,0.9336687634681055,0.7262611690605045,0.5317057304697204,0.17691322331152834,0.5966036370047065,0.39827611183543377,0.2745196685369935,0.45694115566142046,1367.3968253968253,0.0863013698630137,,,,,,,,,,,,,,0.0,0.5047619047619047,0.5162886983147879,0.7962721707919004,0.6806316065071976,0.9221381089609236,0.7137570420725086,0.48888486768800754,0.2420845930772281,0.5996786042240587,0.4292336631622347,0.30998560086597576,0.47739691221467645,1415.6857142857143,0.04794520547945205,,,,,,,,,,,,,,0.0,0.4788888888888889,0.502296906158975,0.820678507766743,0.7119084488695129,0.9192583162451584,0.7149883138653016,0.5058502918502918,0.1802345657247618,0.6401527044384187,0.43352965117671005,0.2773898625871429,0.47432886859823736,1660.9333333333334,0.02054794520547945,,,,,,,,,,,,,,0.0
322,Louis Wessels,347.0,0.3333333333333333,0.4642857142857143,0.8571428571428571,0.6703296703296703,0.8666666666666667,0.7213114754098361,0.4666666666666667,0.07142857142857142,0.8181818181818182,0.5,0.24528301886792453,0.44,842.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.4642857142857143,0.8571428571428571,0.6703296703296703,0.8666666666666667,0.7213114754098361,0.4666666666666667,0.07142857142857142,0.8181818181818182,0.5,0.24528301886792453,0.44,842.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
323,Luca Nardi,115.0,0.2857142857142857,0.3971660459055418,0.6827664399092972,0.6539084907229198,0.911655569646402,0.6445725580883953,0.4631435614130554,0.12932516201746969,0.5030871089694618,0.28095238095238095,0.22454797107542618,0.4720209078361252,1306.2142857142858,0.019178082191780823,,,,,,,,,,,,,,0.0,0.33333333333333337,0.45480365223012287,0.7989583333333333,0.6686630075577304,0.9089872727557122,0.7021831227351165,0.4954930844905612,0.13363095238095238,0.5931172468987596,0.375,0.2190408314101694,0.4918402777777778,1233.5,0.010958904109589041,,,,,,,,,,,,,,0.0,0.2222222222222222,0.32031590413943356,0.5278439153439154,0.634235801609839,0.9152132988339886,0.5677584718927672,0.42001086397638127,0.12243589743589745,0.39805194805194805,0.13047619047619047,0.2318908239624352,0.44559508124725516,1403.1666666666667,0.00821917808219178,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Luca Van Assche,70.0,0.38593749999999993,0.46115705406260177,0.7306274888306138,0.591288017279598,0.9138126547768368,0.678027598840082,0.494707423128701,0.19766723134321817,0.6016973222855575,0.38188781704406705,0.27997823339940897,0.48247841921795365,1079.90625,0.043835616438356165,,,,,,,,,,,,,,0.0,0.3604166666666666,0.4616879780474747,0.7783229791042291,0.5994228197697893,0.9162681960857713,0.6851102304310319,0.512137785783215,0.173041651331125,0.6024792405307111,0.3270404942279942,0.2502653483423878,0.49539361954869743,894.3125,0.021917808219178082,,,,,,,,,,,,,,0.0,0.41025641025641024,0.47135791095886315,0.7068320568320569,0.5878716240705357,0.9118876535931365,0.678113841956515,0.47897475866900824,0.23113553113553115,0.6088189588189589,0.4545364891518738,0.3161855716544987,0.46894726748473947,1410.8461538461538,0.01780821917808219,,,,,,,,,,,,,,0.0,0.4166666666666667,0.41412174625947934,0.5793650793650794,0.5627067745711813,0.9090581062585542,0.6398798435171386,0.46992036829662814,0.183974358974359,0.5666666666666667,0.3595959595959595,0.2815484879314667,0.4722323416312488,635.6666666666666,0.00410958904109589,,,,,,,,,,,,,,0.0
325,Lucas Catarina,452.0,0.3333333333333333,0.4185185185185185,0.5882352941176471,0.6574074074074074,0.8918918918918919,0.6197183098591549,0.43243243243243246,0.35294117647058826,0.4166666666666667,0.46153846153846156,0.32894736842105265,0.5,1125.0,0.00410958904109589,,,,,,,,,,,,,,0.0,0.0,0.25,,,,,,,,,,,174.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.5,0.5027777777777778,0.5882352941176471,0.6574074074074074,0.8918918918918919,0.6197183098591549,0.43243243243243246,0.35294117647058826,0.4166666666666667,0.46153846153846156,0.32894736842105265,0.5,1600.5,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Lucas Pouille,675.0,0.4090909090909091,0.4636117010979325,0.735111620405738,0.5489816729519887,0.8948395459146024,0.7037083756796565,0.4801743223264476,0.19190755924502054,0.6295684113865933,0.4126000262363899,0.29363695472457924,0.48098335328304903,1771.5454545454545,0.015068493150684932,,,,,,,,,,,,,,0.0,0.45,0.4928075310333376,0.760578898225957,0.5530417099395135,0.8793452346967454,0.7232181042952319,0.4468153164218013,0.22734925549167037,0.6148124098124097,0.43883116883116885,0.34096706634872553,0.4440026360031431,1548.8,0.00684931506849315,,,,,,,,,,,,,,0.0,0.375,0.4392818428184282,0.7138888888888889,0.545598308795718,0.9077514719294829,0.6874502685000103,0.5079734939136528,0.16237281237281237,0.6418650793650793,0.3907407407407408,0.25419519503779064,0.5118006176829706,1957.1666666666667,0.00821917808219178,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Luciano Darderi,184.0,0.3333333333333333,0.4444444444444444,0.7555555555555555,0.4829379768012147,0.9040948275862069,0.7644058450510064,0.4619252873563218,0.1111111111111111,0.6349206349206349,0.16666666666666666,0.26823750137953867,0.4449275362318841,741.0,0.00410958904109589,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,0.6666666666666666,0.49206349206349204,0.8125,0.7419354838709677,0.375,0.0,0.6666666666666666,0.0,0.14634146341463414,0.5,795.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.5,0.5,0.8,0.47837521917007597,0.9498922413793103,0.7756410256410255,0.5053879310344828,0.16666666666666666,0.6190476190476191,0.25,0.32918552036199095,0.4173913043478261,714.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Lucky Candra Kurniawan,,0.0,0.3333333333333333,,,,,,,,,,,13.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,,,,,,,,,,,13.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Luis Carlos Alvarez Valdes,,0.5,0.55,,,,,,,,,,,5.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,5.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Lukas Hellum Lilleengen,1211.0,0.0,0.2,,,,,,,,,,,70.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.2,,,,,,,,,,,70.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Lukas Klein,149.0,0.26666666666666666,0.43390647190099413,0.7515262515262515,0.6334912599515403,0.8898550724637682,0.6497293339959708,0.6024526198439242,0.04938271604938271,0.624042624042624,0.09523809523809523,0.26447998554260416,0.40293893310113466,1714.5,0.005479452054794521,,,,,,,,,,,,,,0.0,0.2222222222222222,0.4275985663082437,0.7619047619047619,0.6099591121495327,0.9,0.6327572663000786,0.5884615384615384,0.0,0.7087912087912087,0.0,0.25806451612903225,0.34169653524492233,2138.0,0.00410958904109589,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4528301886792453,0.7307692307692307,0.6805555555555556,0.8695652173913043,0.6836734693877551,0.6304347826086957,0.14814814814814814,0.45454545454545453,0.2857142857142857,0.2773109243697479,0.5254237288135594,444.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
332,Lukas Rosol,226.0,0.2,0.38290788013318533,0.6203703703703703,0.7232489015249419,0.8948717948717949,0.650990099009901,0.40854700854700854,0.13247863247863248,0.4777777777777778,0.7222222222222222,0.18923444976076553,0.42852112676056336,1244.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,0.0,0.29411764705882354,0.5,0.7547169811320755,0.9230769230769231,0.5,0.46153846153846156,0.1111111111111111,0.5555555555555556,1.0,0.13636363636363635,0.35,1015.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4716981132075472,0.7407407407407407,0.6917808219178082,0.8666666666666667,0.801980198019802,0.35555555555555557,0.15384615384615385,0.4,0.4444444444444444,0.24210526315789474,0.5070422535211268,1473.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
333,Luke Saville,313.0,0.0,0.4,0.8,0.6144578313253012,0.9375,0.6862745098039216,0.40625,0.0,0.8181818181818182,0.0,0.10344827586206896,0.2727272727272727,1285.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.4,0.8,0.6144578313253012,0.9375,0.6862745098039216,0.40625,0.0,0.8181818181818182,0.0,0.10344827586206896,0.2727272727272727,1285.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Mackenzie Mcdonald,42.0,0.5363768115942029,0.519390731401583,0.7770365890463931,0.6432752636366067,0.9192806674072824,0.7010910838481539,0.5067422684718804,0.27043515629805287,0.5910478162196571,0.44394971473173245,0.30001402050878634,0.5155349098732694,1443.0,0.15753424657534246,,,,,,,,,,,,,,0.0,0.5619607843137254,0.533110867647995,0.7896281741782444,0.641098251166993,0.9205960651341392,0.7087059885056497,0.5113131655384174,0.2875206596486589,0.5699545154600301,0.46554138891938807,0.30584133173238,0.5174889142338684,1536.0588235294117,0.11643835616438356,,,,,,,,,,,,,,0.0,0.31249999999999994,0.46153570141160527,0.6454812548562547,0.6752575991465884,0.9076450996852471,0.6326363908084724,0.44597981039959,0.29387822825322824,0.566214292530082,0.49272366522366523,0.3471868620440466,0.5156702625003767,1201.25,0.01643835616438356,,,,,,,,,,,,,,0.0,0.5648148148148148,0.49317121912017853,0.8059794145578458,0.6321130981548166,0.9208991898299751,0.7111913241396275,0.5259197208762352,0.17348473679743032,0.7078399541634836,0.3079131652661064,0.24137134044184252,0.506325987772403,1164.7222222222222,0.024657534246575342,,,,,,,,,,,,,,0.0
335,Mahammad Abid,,0.0,0.25,,,,,,,,,,,27.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Malek Jaziri,444.0,0.2,0.3457757296466974,0.6007792207792207,0.519504373524992,0.94634241320898,0.6341719296414217,0.43551276309897,0.16111111111111112,0.414025974025974,0.27777777777777773,0.19460263874056977,0.38113183113183113,1104.6,0.00684931506849315,,,,,,,,,,,,,,0.0,0.1111111111111111,0.2707373271889401,0.5063492063492063,0.4897722464732774,0.9537612146307799,0.6034384768400113,0.4134199134199134,0.03333333333333333,0.20952380952380953,0.16666666666666666,0.1274725274725275,0.38521971855305187,1230.6666666666667,0.00410958904109589,,,,,,,,,,,,,,0.0,0.3333333333333333,0.45833333333333337,0.7424242424242424,0.5641025641025641,0.93521421107628,0.6802721088435374,0.46865203761755486,0.4166666666666667,0.7207792207792207,0.5,0.2952978056426332,0.375,915.5,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Manas Dhamne,,0.0,0.3333333333333333,0.5555555555555556,0.6271186440677966,1.0,0.5675675675675675,0.45454545454545453,0.1111111111111111,0.6,0.3333333333333333,0.2413793103448276,0.4,507.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,0.5555555555555556,0.6271186440677966,1.0,0.5675675675675675,0.45454545454545453,0.1111111111111111,0.6,0.3333333333333333,0.2413793103448276,0.4,507.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Manuel Guinard,148.0,0.3333333333333333,0.4631986964648255,0.6863036654703322,0.6272927089627873,0.9008123148490355,0.6499591461952078,0.4558144997153396,0.2486276069609403,0.6400047483380817,0.3523550523550523,0.30341619186877783,0.5226542107376361,1359.2222222222222,0.012328767123287671,,,,,,,,,,,,,,0.0,0.3333333333333333,0.4785714285714285,0.7194444444444444,0.5857285649336756,0.9557022697754962,0.6873364057253659,0.481740145355706,0.24722222222222223,0.6472222222222221,0.35805860805860806,0.289066063864451,0.5236711218768444,1438.75,0.005479452054794521,,,,,,,,,,,,,,0.0,0.3333333333333333,0.4509005107795431,0.6597910422910422,0.6605440241860768,0.8569003509078668,0.6200573385710813,0.43507398320304647,0.24975191475191477,0.6342307692307692,0.34779220779220776,0.31489629427223936,0.5218406818262695,1295.6,0.00684931506849315,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Marc Andrea Huesler,200.0,0.43678160919540227,0.4850810265246347,0.8142636224389866,0.6023504102805837,0.9222432193310588,0.742051234702115,0.5276464071734253,0.1620996963748934,0.5764925796788541,0.453525641025641,0.24595061367835197,0.46596047413966335,1011.5344827586207,0.07945205479452055,,,,,,,,,,,,,,0.0,0.48771929824561405,0.4926324802019582,0.8388853653349452,0.6215219498352015,0.9302503777609323,0.746998272882335,0.5251265612365054,0.15255926255034988,0.5923108753991108,0.46785714285714286,0.2373319417454023,0.4681835101817203,1167.5263157894738,0.052054794520547946,,,,,,,,,,,,,,0.0,0.28205128205128205,0.4412889428286653,0.7044880772821949,0.5746504202902222,0.9236320941099211,0.7009335122313101,0.5141497344091746,0.19321214596949896,0.44091202914732325,0.4889880952380952,0.27279591261424146,0.45719623247145696,698.8461538461538,0.01780821917808219,,,,,,,,,,,,,,0.0,0.44761904761904764,0.5254155762831068,0.8950237775360927,0.5579355510610232,0.8796280883066603,0.7936775283896539,0.5653108862773469,0.15374039938556064,0.7514533085961658,0.3251700680272109,0.23918841817644854,0.4711217427417617,745.4285714285714,0.009589041095890411,,,,,,,,,,,,,,0.0
340,Marc Polmans,152.0,0.5,0.475,0.7142857142857143,0.7090656799259945,0.8465909090909092,0.6833333333333333,0.4147727272727273,0.5,0.7142857142857143,0.6666666666666666,0.29464285714285715,0.4710648148148148,1117.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,0.5,0.475,0.7142857142857143,0.7090656799259945,0.8465909090909092,0.6833333333333333,0.4147727272727273,0.5,0.7142857142857143,0.6666666666666666,0.29464285714285715,0.4710648148148148,1117.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Marcelo Arevalo,,0.8666666666666666,0.6158866155157715,,,,,,,,,,,14.25,0.00684931506849315,,,,,,,,,,,,,,0.0,0.8333333333333333,0.5951086956521738,,,,,,,,,,,17.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,1.0,0.65,,,,,,,,,,,21.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Marcelo Demoliner,,0.5,0.45454545454545453,,,,,,,,,,,115.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.5,0.45454545454545453,,,,,,,,,,,115.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Marco Cecchinato,109.0,0.3833333333333333,0.44419032052237317,0.6968116497528264,0.6213936825630363,0.9109357648056636,0.648089680018209,0.4916254159339446,0.20595428536605004,0.5869671641730465,0.44817657090384366,0.26491308544563286,0.46222663020048604,893.8918918918919,0.050684931506849315,,,,,,,,,,,,,,0.0,0.2,0.42453781512605043,0.7309150326797386,0.5683788954239578,0.9032867132867132,0.670138888888889,0.5443040293040293,0.14583333333333334,0.6022510822510823,0.41666666666666663,0.21126473526473527,0.3956988058381247,716.4,0.00684931506849315,,,,,,,,,,,,,,0.0,0.43111111111111106,0.45358636263118834,0.6931374181374181,0.6301410769464162,0.912905644107091,0.6463819313609407,0.4839880217066358,0.2197976626548055,0.5757918851301205,0.4329700061842918,0.2853165190961346,0.47825316639770216,912.3666666666667,0.0410958904109589,,,,,,,,,,,,,,0.0,0.125,0.35238095238095235,0.6666666666666666,0.6227197346600333,0.9005102040816326,0.6185828877005348,0.4744897959183674,0.058823529411764705,0.7163865546218487,1.0,0.09298245614035087,0.38814814814814813,1060.5,0.0027397260273972603,,,,,,,,,,,,,,0.0
344,Marco Trungelliti,240.0,0.24444444444444446,0.4189033189033189,0.7181818181818181,0.5918552036199095,0.9189311594202899,0.6875,0.45742753623188404,0.13438735177865613,0.49722222222222223,0.4166666666666667,0.22618717664449373,0.4766967924862662,857.0,0.00410958904109589,,,,,,,,,,,,,,0.0,0.3666666666666667,0.43787878787878787,0.7272727272727273,0.6230769230769231,0.9252717391304348,0.6979166666666667,0.43614130434782605,0.15612648221343872,0.43333333333333335,0.375,0.2299057649667406,0.5029239766081871,848.5,0.0027397260273972603,,,,,,,,,,,,,,0.0,0.0,0.38095238095238093,0.7,0.5294117647058824,0.90625,0.6666666666666666,0.5,0.09090909090909091,0.625,0.5,0.21875,0.42424242424242425,874.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Marcos Giron,59.0,0.45707070707070707,0.486303211962983,0.7785893152203311,0.6106724812913431,0.9516773020040531,0.7200992378744638,0.5165051416823415,0.2032507003474256,0.5568718064024697,0.40013746949768786,0.2778317145310416,0.4758807966195991,1450.2727272727273,0.13561643835616438,,,,,,,,,,,,,,0.0,0.4666666666666666,0.48502793281268297,0.785836513913437,0.6136000331658176,0.9563410358482215,0.7191952581959236,0.526991624242466,0.19745153565181572,0.5517100283229316,0.4256939812962222,0.2762638982204013,0.46891901188380347,1441.2615384615385,0.08904109589041095,,,,,,,,,,,,,,0.0,0.4393939393939393,0.49672566227801246,0.7492715246725943,0.6089394401061733,0.9521473659487106,0.705578145113225,0.4813965368709818,0.2462931008385554,0.5599581627522804,0.37375124875124877,0.2929386998406419,0.5030422554994839,1244.8636363636363,0.030136986301369864,,,,,,,,,,,,,,0.0,0.4375,0.4741031484495531,0.7930829383035265,0.5979921508107506,0.9255536264496023,0.7516177978621607,0.5240691366358271,0.15478524743230626,0.578397065897066,0.31434052059052053,0.25862791314607586,0.4637944559920366,1875.6666666666667,0.01643835616438356,,,,,,,,,,,,,,0.0
346,Marin Cilic,100.0,0.5909090909090909,0.5450217444516474,0.8562292175894022,0.6007623907842916,0.9042515323191471,0.7862795689356218,0.5184753819011095,0.23859033731616824,0.6120792472833289,0.40420289877837046,0.31532067819552306,0.49439600815189716,1678.6140350877192,0.07808219178082192,,,,,,,,,,,,,,0.0,0.5712962962962963,0.5349016435817453,0.8642781395035084,0.6117102943337326,0.9077872430739817,0.7924152980027833,0.5126674859823022,0.2179319813869532,0.627114898989899,0.3655358938447173,0.2963358432074199,0.5007311243374193,1505.4736842105262,0.052054794520547946,,,,,,,,,,,,,,0.0,0.6177777777777778,0.5783319436472252,0.842373392001875,0.5841046414925554,0.9153868695758342,0.7610316297317754,0.5334979314219191,0.3067600917600917,0.6428876678876679,0.4574133274133274,0.36558015816236933,0.49011449431788395,2330.4666666666667,0.02054794520547945,,,,,,,,,,,,,,0.0,0.6666666666666666,0.5111894052973514,0.8397727272727272,0.5701717704580546,0.8324404761904762,0.8288056438791733,0.5115079365079366,0.15854978354978355,0.3916666666666666,0.5333333333333333,0.2882187257187257,0.45660319745250716,879.0,0.005479452054794521,,,,,,,,,,,,,,0.0
347,Marius Copil,350.0,0.08333333333333333,0.35395704334365324,0.7564814814814814,0.5544234468378779,0.8717261904761905,0.7372094243585033,0.4488095238095238,0.0,0.638095238095238,0.0,0.23296296296296296,0.2916666666666667,1582.25,0.005479452054794521,,,,,,,,,,,,,,0.0,0.3333333333333333,0.4375,0.8666666666666667,0.6276595744680851,0.9428571428571428,0.7627118644067796,0.5714285714285714,0.0,0.5,0.0,0.22666666666666666,0.375,817.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.326109391124871,0.7013888888888888,0.5178053830227743,0.8361607142857144,0.7244582043343653,0.3875,0.0,0.7071428571428571,0.0,0.2361111111111111,0.25,1837.3333333333333,0.00410958904109589,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
